Code,StationName,Staffed,StationType,Address1,Address2,Address3,City,State,Zip,Country,Division,PublicPhone,TicketOffice,QuikTrak,MetrolinkTVM,CheckedBaggage,AmtrakExpress,HandleUSMail,Lounge,UnaccompaniedChildren,AdvPayPPO,AmtrakTrains,Non-AmtrakTrains,DedicatedThruway,CoordinatedThruway,OtherTransportation,GroupCity,IATACode,IATAName,NonAmtrakTicketSale,TimeZone,ObserveDayLightSaving,CheckInWService,CheckInWOService,Latitude/Longitude,Elevation,Population,FreeText,TicketOfficeName,TicketOfficePh,TicketOfficeATSPh,TicketOfficeFax,TicketOfficeATSFax,TicketOfficeQueue,TicketOfficeMshPrinter,StationServicesName,StationServicesPh,StationServicesATSPh,StationServicesFax,StationServicesATSFax,StationServicesQueue,StationServicesMsgPrinter,StationServicesPaging,StationServicesATSPaging,StationServicesLostFoundPh,StationServicesLostFoundATSPh,FirstLvlSupervisorName,FirstLvlSupervisorTitle,FirstLvlSupervisorLocation,FirstLvlSupervisorPh,FirstLvlSupervisorATSPh,FirstLvlSupervisorFax,FirstLvlSupervisorATSFax,FirstLvlSupervisorQueue,FirstLvlSupervisorMsgPrinter,SecondLvlSupervisorName,SecondLvlSupervisorTitle,SecondLvlSupervisorLocation,SecondLvlSupervisorPh,SecondLvlSupervisorATSPh,SecondLvlSupervisorFax,SecondLvlSupervisorATSFax,SecondLvlSupervisorQueue,SecondLvlSupervisorMsgPrinter,WaitingRoomHours,BaggageHours,MeetAndAssistHours,TicketHours,Non-AmtrakTicket,Quik-TrakHours,MetrolinkTVMHours,LoungeHours,ExpressHours,MailOfficeHours,ParkingHours
ATL,"Atlanta, Georgia",Y,Station Building (with waiting room),"1688 Peachtree Street, NW",,,Atlanta,GA,30309,United States,Southern,404-881-3060,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,E,Y,90,90,"33.799445,-84.392477",889,4000000,Passenger Check-in Is 90mins Before Train Departure,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,ATL,ATLL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,ATL,ATLL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,District Manager of Stations,"1688 Peachtree St NW, Atlanta, GA 30309",Exemption 6,Exemption 6,Exemption 6,Exemption 6,AT7,ATLL,Exemption 6,Assistant Superintendent - Passenger Services,"1001 Loyola Ave., Suite 207A, New Orleans, LA 70013",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,SMTWTFS 0700-2130,SMTWTFS 0700-2130,SMTWTFS 0700-2130,SMTWTFS 0700-2130,SMTWTFS 0700-2130,SMTWTFS 0700-2130,,,SMTWTFS 0700-2130,,SMTWTFS 0700-2130
ATN,"Anniston, Alabama",N,Station Building (with waiting room),126 West 4th Street,,,Anniston,AL,36201,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"33.649112,-85.832145",677,24052,"Unstaffed station,caretaker opens waiting room at train time",Unstaffed station,,,,,,,Unstaffed Station,,,,,,,,,,,Exemption 6,District Manager of Stations,"1688 Peachtree St. NW, Atlanta, GA 30309",Exemption 6,Exemption 6,Exemption 6,Exemption 6,AT7,ATLL,Exemption 6,Assistant Superintendent - Passenger Services,"1001 Loyola Ave, New Orleans, LA 70013",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,SMTWTFS 0940-1140 1500-1700,,,,,,,,,,
ATO,"Atco, New Jersey",N,Platform with Shelter,Cooper Road and Raritan Avenue,New Jersey Transit Station,,Atco,NJ,08004,United States,Northeast,973-275-5555,N,N,N,N,N,N,N,N,Y,N,Y,N,N,,,,,,E,Y,30,30,"39.783504,-74.907893",159,14300,NJ Transit tickets (only) avail from ticket vending machine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,"Austin, Texas",Y,Station Building (with waiting room),250 North Lamar Boulevard,,,Austin,TX,78703,United States,Southwest,512-476-5684,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,,,,VIA Rail Canada,C,Y,60,30,"30.269449,-97.756940",463,644000,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,AUS,AUSL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,aus,AUSL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager,"Austin, TX.",Exemption 6,NONE    ,Exemption 6,NONE    ,AUS,AUSL,Exemption 6,Acting Superintendent - Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,LA3,,SMTWTFS 0700-2000,SMTWTFS 0700-2000,SMTWTFS 0700-2000,SMTWTFS 0700-2000,,SMTWTFS 0700-2000,,,,,SMTWTFS 0000-2359
BAG,Baggage,,Pseudo Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"null,null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAK,"Baker City, Oregon",N,Station Building (with waiting room),515 Campbell Street,Baker Truck Corral / TRUKORP,Amtrak Thruway Bus Stop,Baker City,OR,97814,United States,Pacific Northwest,541-523-5011,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound only,P,Y,30,30,"44.781551,-117.813137",3432,9000,"For more information, see ""Thruway Service""",Unstaffed Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,SMTWTFS 0700-0930 1700-2010,,,,,,,,,,
BAL,"Baltimore (Penn Station), Maryland",Y,Station Building (with waiting room),1500 North Charles Street,Penn Station,,Baltimore,MD,21201-5815,United States,Mid-Atlantic,410-291-4262,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,,,,MARC/Via Rail Canada,E,Y,60,30,"39.307302,-76.615688",70,651000,MARC commuter services operated by Amtrak,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,BAL,P43A,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,BAL,Y422,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,District Manager Stations,Baltimore,Exemption 6,Exemption 6,Exemption 6,Exemption 6,BAL,Y422,Exemption 6,Assistant Superintendent Stations,Washington,Exemption 6,Exemption 6,Exemption 6,Exemption 6,WAS,,SM----- 0000-0200 0300-2359; --TWTFS 0000-0130 0300-2359,SMTWTFS 0600-2200,SM----- 0000-0200 0300-2359; --TWTFS 0000-0130 0300-2359,SMTWTFS 0510-2130,SMTWTFS 0510-2130,SM----- 0000-0200 0300-2359; --TWTFS 0000-0130 0300-2359,,,SMTWTFS 0600-2100,,SMTWTFS 0000-2359
BAM,"Bangor, Michigan",N,Station Building (with waiting room),541 Railroad Street,,,Bangor,MI,49013-1464,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"42.314519,-86.111646",655,1889,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager of Customer Service,"Toledo, OH",Exemption 6,NONE    ,Exemption 6,NONE    ,TO7,TOLL,Exemption 6,"Assist. Superintendent, Customer Service","Chicago, Illinois",Exemption 6,,Exemption 6,,,,S------ 0630-1030 2000-2100; -MTWTFS 0600-1600 2000-2100,,,,,,,,,,
BAN,"Bangor, Maine",N,Station Building (with waiting room),1039 Union Street,Bangor Transportation Center,,Bangor,ME,04401-3011,United States,Northeast,207-945-4000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Concord Trailways,E,Y,30,30,"44.816614,-68.808747",151,31008,"For more information, see ""Thruway Service""",Concord Trailways agents - do not sell Amtrak,Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,Project Director,"Portland, Maine",Exemption 6,,Exemption 6,,,,,,,,,,,,,SMTWTFS 0545-1845,,,,,,,,,,
BAR,"Barstow (Amtrak), California",N,Platform with Shelter,685 North First Avenue,,,Barstow,CA,92311,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,BAX,,,,P,Y,30,30,"34.904820,-117.025435",2105,23628,"Trains 3/4 and Thruway buses 3612, 3617,3657. Also see BBS.",Unstaffed Station,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Albuquerque, NM",Exemption 6,,Exemption 6,,ABQ,,Exemption 6,Acting Superintendent Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,,,LA7,,,,,,,,,,,,
BAT,"Bath, Maine",N,Curbside Bus Stop only (no shelter),10 State Road,"Mail It 4 U - Suite 9, Coastal Plaza",,Bath,ME,04530-6018,United States,Northeast,207-443-1457,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Concord Trailways,E,Y,30,30,"43.906147,-69.830947",32,9184,"For more information, see ""Thruway Service""","Concord Trailways contracted agent, no Amtrak sales",Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,Project Director,"Portland, Maine",Exemption 6,,Exemption 6,,,,,,,,,,,,,-MTWTF- 0830-1730; ------S 0830-1200,,,,,,,,,,
BAV,"Barnesville, Maryland",,Pseudo Station,8 Beallsville Road,MARC Station,,Barnesville,MD,20841,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,"MARC commuter trains only, no Amtrak trains stop here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,"Barstow (Bus), California",N,Curbside Bus Stop only (no shelter),1611 East Main Street,,,Barstow,CA,92311-3239,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,BAX,,,,P,Y,30,30,"34.891277,-116.998434",2106,23628,See also city code 'BAR',Unstaffed Thruway Bus Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager of Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
BBY,"Boston (Back Bay), Massachusetts",Y,Station Building (with waiting room),145 Dartmouth Street,,,Boston,MA,02116-5162,United States,Northeast,617-345-7998,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,,E,Y,30,30,"42.347317,-71.075828",20,641000,For Maine service take Orange Line subway to North Station.,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,BBY,P3CE,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,BOS,P43B,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,DISTRICT MANAGER STATIONS,SOUTH STATION BOSTON,Exemption 6,Exemption 6,Exemption 6,Exemption 6,BO7,P43B,Exemption 6,SUPERINTENDENT STATIONS NEW ENGLAND,BOSTON SOUTH STATION,Exemption 6,Exemption 6,Exemption 6,Exemption 6,BO7,P424,SMTWTFS 0500-2359,,SMTWTFS 0600-2100,S-----S 0600-2200; -MTWTF- 0500-2200,,SMTWTFS 0500-2359,,,,,
BCA,"Baltimore (Camden Station), Maryland",,Pseudo Station,301 West Camden Street,MARC Station,,Baltimore,MD,21230,United States,MARC,800-325-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,"MARC commuter trains only, no Amtrak trains stop here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCV,"Burke Centre, Virginia",N,Platform with Shelter,10399 Premier Court,Virginia Railway Express Station,,Burke,VA,22015,United States,Mid-Atlantic,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,,,,E,Y,30,30,"38.797271,-77.298790",297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCY,"Bay City, Michigan",N,Station Building (with waiting room),1124 Washington Avenue,Central Bus Terminal,,Bay City,MI,48708,United States,Central,989-893-6589,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,Indian Trails,E,Y,30,30,"43.601847,-83.886922",591,,,,,,,,,,,,,,,,,,,,,Exemption 6,"District Mananger, Customer Service","Toledo, OH",Exemption 6,,Exemption 6,,,,Exemption 6,Superintendent Passenger Services,"Chicago, Illinois",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
BDR,"Bend (Riverhouse), Oregon",N,Platform with Shelter,3075 North Business Highway 97,The Riverhouse Resort,Board at Main Entrance under Veranda,Bend,OR,97701,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,BDX,,,,P,Y,30,30,"44.080868,-121.305716",3534,71892,"FOR MORE INFORMATION, SEE ""THRUWAY SERVICE""",Unstaffed stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,none,none,none,000-000-0000,,,,,,,,,,,,,,,,
BDT,"Bradenton, Florida",N,Curbside Bus Stop only (no shelter),1113 Manatee Avenue West,Manatee County Courthouse,,Bradenton,FL,34205-7803,United States,Southern,000-000-0000,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,,,,,E,Y,30,30,"27.495234,-82.573385",14,53662,,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Orlando, Fl.",Exemption 6,,Exemption 6,,ORL,ORLL,Exemption 6,Asst.Supt. Station/PSD,"Miami, Fl.",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
BED,"Bend (Bus Station), Oregon",N,Station Building (with waiting room),1555 NE Forbes Road,at Lava Lanes Bowling Alley,,Bend,OR,97701,United States,Pacific Northwest,541-382-2151,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,BDX,,,For bus companies,P,Y,30,30,"44.055598,-121.282490",3664,71892,"For more information, see ""Thruway Service""",Unstaffed Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,SMTWTFS 1000-1500,,,,,,,,,,
BEL,"Bellingham, Washington",Y,Station Building (with waiting room),401 Harris Avenue,,,Bellingham,WA,98225,United States,Pacific Northwest,360-734-8851,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,P,Y,45,30,"48.720263,-122.511255",13,80000,Alaska Marine Hwy: 1-800-642-0066 one blk to ferry terminal,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,BEL,BELL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,BEL,BELL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager Stations,Seattle - Holgate Facility Offices,Exemption 6,Exemption 6,Exemption 6,,SE7,P706,Exemption 6,Asst Superintendent Passenger Service,Seattle - Holgate Facility Offices,Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,SMTWTFS 0800-2105,SMTWTFS 0730-1215 1300-1700 1730-2100,SMTWTFS 0730-1215 1300-1700 1730-2105,SMTWTFS 0730-1215 1300-1700 1730-2105,,SMTWTFS 0800-2100,,,,,SMTWTFS 0000-2359
BEN,"Benson, Arizona",N,Platform with Shelter,105 East 4th Street,,,Benson,AZ,85602-6611,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,M,N,30,30,"31.968758,-110.296904",3589,4890,,Unstaffed Station,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Albuquerque, NM",Exemption 6,,,,,,Exemption 6,Acting Superintendent - Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,,,LA3,,,,,,,,,,,,
BER,"Berlin, Connecticut",Y,Station Building (with waiting room),51 Depot Road,,,Kensington,CT,06037,United States,Northeast,860-828-9718,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,E,Y,45,30,"41.635595,-72.765274",62,15121,"Mail:  PO Box 125, Berlin, CT 06037-0125//Closed wkends/holi",Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,BER,BERL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,BER,BERL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Assistant Manager of Stations,"Springfield, MA",Exemption 6,Exemption 6,,Exemption 6,,,Exemption 6,Manager of Customer Service,"New Haven, CT",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NH7,NHVL,-MTWTF- 0615-1445,,-MTWTF- 0615-1145 1245-1445,-MTWTF- 0615-1145 1245-1445,,,,,,,
BET,"South Beloit, Illinois",N,Curbside Bus Stop only (no shelter),15766 Manchester Road,McDonalds/BP Amoco Travel Plaza,,South Beloit,IL,61080-9723,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,,,,,,C,Y,30,30,"42.490067,-88.989116",798,5507,,NOT AN AMTRAK FACILITY,Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,SERVICE MANAGER,"CHICAGO, ILL",Exemption 6,,,,,,,,,,,,,,,,,,,,,,,,,
BFD,"Bakersfield, California",Y,Station Building (with waiting room),601 Truxtun Avenue,Off Truxtun Ave and S Street,,Bakersfield,CA,93301-5319,United States,Pacific,661-395-3175,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,,,,Via Rail Canada,P,Y,60,30,"35.372140,-119.008210",406,240000,"For more information, See ""Thruway Service""",Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,BFD,BFDL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,BFD,BFDL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager of Stations,"200 Santa Fe Ave., #A, Hanford, CA  93230",Exemption 6,NONE    ,Exemption 6,NONE    ,HN7,HNFL,Exemption 6,Assistant Superintendent of passenger services,"Oakland, CA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PLH,,SMTWTFS 0400-2359,SMTWTFS 0415-2300,SMTWTFS 0415-2230,SMTWTFS 0415-2230,,SMTWTFS 0400-2359,,,,,
BFT,"Belfast, Maine",N,Curbside Bus Stop only (no shelter),22 Belmont Avenue,Shell Station/Dead River Convenience Store,,Belfast,ME,04915,United States,Northeast,207-338-3239,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,"44.422692,-69.025984",199,6803,"For more information, see ""Thruway Service""",Concord Trailways contract agent. No Amtrak sales.,Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,Project Director,"Portland, Maine",Exemption 6,,Exemption 6,,,,,,,,,,,,,SMTWTFS 0000-2359,,,,,,,,,,
BFX,"Buffalo (Exchange St), New York",Y,Station Building (with waiting room),75 Exchange Street,,,Buffalo,NY,14203,United States,Northeast,716-856-2075,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,BUX,,,Via Rail Canada,E,Y,15,15,"42.878449,-78.873748",587,315000,"For more information, see ""Thruway Service""",Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,BFX,BFXL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,BFX,BFXL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager of Stations,"Buffalo-Depew, NY 14043",Exemption 6,NONE    ,Exemption 6,NONE    ,BU7,BUFK,Exemption 6,District Superintendent,"Albany, NY",Exemption 6,,Exemption 6,,AL7,,-MTWTF- 0615-1615,,-MTWTF- 0615-1630,-MTWTF- 0615-1600,,,,,,,SMTWTFS 0000-2359
BGP,"Big Rapids, Michigan",N,Curbside Bus Stop only (no shelter),14342 Northland Drive,Ferris State Fitness Center,,Big Rapids,MI,49307-2373,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,"43.673182,-85.480951",1004,12603,Picks up at Racquet and Fitness Center,Amtrak Thruway Bus Stop,Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations-East,"Toledo, Oh.",Exemption 6,,Exemption 6,,TO7,TOLL,Exemption 6,Superintendent Passenger Service,"Chicago, Illinois",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
BHM,"Birmingham, Alabama",Y,Station Building (with waiting room),1819 Morris Avenue,,,Birmingham,AL,35203-3109,United States,Southern,205-324-3033,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,C,Y,60,60,"33.512467,-86.807364",644,1212848,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,BHM,BHML,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,BHM,BHML,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager of Stations,"1688 Peachtree  St. NW., Atlanta, Georgia 30309",Exemption 6,Exemption 6,Exemption 6,Exemption 6,AT7,ATLL,Exemption 6,Asst. Superintendent - Passenger Services,"1001 Loyola Avenue, New Orleans, LA 70013",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,SMTWTFS 0900-1700,SMTWTFS 0900-1700,SMTWTFS 0900-1700,SMTWTFS 0900-1700,SMTWTFS 0900-1700,SMTWTFS 0900-1700,,,SMTWTFS 0900-1700,,SMTWTFS 0000-2359
BIN,"Berlin, New Hampshire",N,Curbside Bus Stop only (no shelter),318 Glen Avenue,Irving Station/Circle K Convenience Store,,Berlin,NH,03570-1900,United States,Northeast,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,"44.459040,-71.187430",941,9954,"For more information, see ""Thruway Service""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKO,"Brookings, Oregon",N,Station Building (with waiting room),624 Railroad Street  ,Southwest Point Depot,,Brookings,OR,97415,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,,,,Bus company,P,Y,15,15,"42.050778,-124.281564",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKY,"Berkeley, California",N,Platform only (no shelter),700 University Avenue,Under University Av overpass west of 4th St,,Berkeley,CA,94710-1924,United States,Pacific,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,,,,,P,Y,15,15,"37.867254,-122.300707",16,101555,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Sacramento, CA",Exemption 6,,Exemption 6,,,,Exemption 6,Assistant Superintendent of Passenger Services,"Oakland, CA",Exemption 6,Exemption 6,,,,,,,,,,SMTWTFS 0000-2359,,,,,
BLF,"Bellows Falls, Vermont",N,Station Building (with waiting room),54 Depot Street,,,Bellows Falls,VT,05101-1356,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"43.136540,-72.444597",305,3025,station is just a waiting room no telephone,Unstaffed Station,000-000-0000,,,,,,Green Mountain Railroad Building,,,,,,,,,,,Exemption 6,Supervisor Customer Services,Springfield MA,Exemption 6,Exemption 6,Exemption 6,Exemption 6,SPG,SPGL,Exemption 6,Manager of Customer Service,"New Haven, CT",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NH7,NHVL,SMTWTFS 1100-1300 1645-1845,,,,,,,,,,
BMM,"Birmingham, Michigan",N,Platform with Shelter,Villa Road and Lewis Street,,,Birmingham,MI,48009,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,"42.545509,-83.194198",750,19185,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations-East,"Toledo, OH",Exemption 6,NONE    ,Exemption 6,NONE    ,TO7,TOLL,Exemption 6,"Assist. Superintendent, Customer Service","Chicago, Illinois",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
BMT,"Beaumont, Texas",N,Platform only (no shelter),2555 West Cedar Street,,,Beaumont,TX,77704,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"30.076458,-94.127367",15,109856,"No facilities at all at this location, open platform only.",,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Austin, TX",Exemption 6,NONE    ,Exemption 6,NONE    ,AUS,AUSL,Exemption 6,Acting Superintendent - Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,LA3,,,,,,,,,,,,
BNC,"Burlington, North Carolina",N,Station Building (with waiting room),101 North Main Street,,,Burlington,NC,27217,United States,Southern,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"36.094225,-79.434531",662,48400,NCDOT Station Attendant on duty for all trains,NCDOT Station Attendant on duty for all trains,,,,,,,NCDOT Station Attendant on duty for all trains,Exemption 6,,Exemption 6,,,,,,,,Exemption 6,District Manager - Stations,"400 South West Street, Raleigh, NC 27601",Exemption 6,Exemption 6,Exemption 6,Exemption 6,RG7,,Exemption 6,Assistant Superintendent - Passenger Services,"1001 Loyola Ave, New Orleans, LA 70013",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,SMTWTFS 0700-0930 1200-1430 1700-2000,,,,,SMTWTFS 0700-1000 1200-1500 1700-2000,,,,,
BND,"Bend (Hawthorne Intermodal Center), Oregon",N,Curbside Bus Stop only (no shelter),334 Hawthorne Avenue,Hawthorne Station Intermodal Center,,Bend,OR,97701,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,BDX,,,,P,Y,15,15,"44.058220,-121.301266",3646,71892,Next door to Juniper Swim & Fitness Center,,,,,,,,,,,,,,,,,,,Exemption 6,"Director, Amtrak Bus Operations",Los Angeles,Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,Exemption 6,"Director, Amtrak Bus Operations",Los Angeles,Exemption 6,,,,,,,,,,,,,,,,
BNF,"Branford, Connecticut",,Pseudo Station,39 Maple Street,,,Branford,CT,06405,United States,Shore Line East,203-777-7433,,N,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,"Shore Line East commuter trains only, no Amtrak trains here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNG,"Bingen-White Salmon, Washington",N,Platform with Shelter,Highway 14 and Walnut Street,,,Bingen,WA,98605,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,"45.715020,-121.468730",115,500,"low, uneven platform, not advised for disabled boarding",Unstaffed Station,000-000-0000,,,,,,Exemption 6,Exemption 6,Exemption 6,,,,,Exemption 6,,,,Exemption 6,District Manager,"Portland, OR",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PD7,YCE7,Exemption 6,Asst Superintendent Passenger Service,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,SMTWTFS 0000-2359,,,,,,,,,,
