Code,StationName,Staffed,StationType,Address1,Address2,Address3,City,State,Zip,Country,Division,PublicPhone,TicketOffice,QuikTrak,MetrolinkTVM,CheckedBaggage,AmtrakExpress,HandleUSMail,Lounge,UnaccompaniedChildren,AdvPayPPO,AmtrakTrains,Non-AmtrakTrains,DedicatedThruway,CoordinatedThruway,OtherTransportation,GroupCity,IATACode,IATAName,NonAmtrakTicketSale,TimeZone,ObserveDayLightSaving,CheckInWService,CheckInWOService,Latitude/Longitude,Elevation,Population,FreeText,TicketOfficeName,TicketOfficePh,TicketOfficeATSPh,TicketOfficeFax,TicketOfficeATSFax,TicketOfficeQueue,TicketOfficeMshPrinter,StationServicesName,StationServicesPh,StationServicesATSPh,StationServicesFax,StationServicesATSFax,StationServicesQueue,StationServicesMsgPrinter,StationServicesPaging,StationServicesATSPaging,StationServicesLostFoundPh,StationServicesLostFoundATSPh,FirstLvlSupervisorName,FirstLvlSupervisorTitle,FirstLvlSupervisorLocation,FirstLvlSupervisorPh,FirstLvlSupervisorATSPh,FirstLvlSupervisorFax,FirstLvlSupervisorATSFax,FirstLvlSupervisorQueue,FirstLvlSupervisorMsgPrinter,SecondLvlSupervisorName,SecondLvlSupervisorTitle,SecondLvlSupervisorLocation,SecondLvlSupervisorPh,SecondLvlSupervisorATSPh,SecondLvlSupervisorFax,SecondLvlSupervisorATSFax,SecondLvlSupervisorQueue,SecondLvlSupervisorMsgPrinter,WaitingRoomHours,BaggageHours,MeetAndAssistHours,TicketHours,Non-AmtrakTicket,Quik-TrakHours,MetrolinkTVMHours,LoungeHours,ExpressHours,MailOfficeHours,ParkingHours
OKE,"Okeechobee, Florida",N,Platform with Shelter,801 North Parrott Avenue,,,Okeechobee,FL,34972-2130,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,"27.251867,-80.830812",29,6000,,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Miami, Fl",Exemption 6,NONE    ,Exemption 6,NONE    ,MI7,M0E7,Exemption 6,Asst. Superintendent - Passenger Service,"Miami, Fl.",Exemption 6,Exemption 6,Exemption 6,NONE    ,MI7,None,,,,,,,,,,,
OKJ,"Oakland (Jack London Square), California",Y,Station Building (with waiting room),245 Second Street,,,Oakland,CA,94607,United States,Pacific,510-238-4320,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,P,Y,60,30,"37.793866,-122.271667",13,400000,"For more information, see ""Thruway Service""",Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,OKJ,OKJL,See Ticket Office,,,,,,,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,District Manager of Stations,Sacramento CA,Exemption 6,,Exemption 6,,,,Exemption 6, Assistant Superintendent of Passenger Services,"Oakland, CA",Exemption 6,Exemption 6,,,,,S-----S 0530-2330; -MTWTF- 0415-2330,SMTWTFS 0615-2300,SMTWTFS 0415-2315,S-----S 0530-2300; -MTWTF- 0415-2300,,S-----S 0530-2330; -MTWTF- 0415-2330,,,SMTWTFS 1100-1900,,SMTWTFS 0001-2359
OKL,"Oakville, Ontario",Y,Station Building (with waiting room),200 Cross Avenue,,,Oakville,ON,L6J 2W6,Canada,VIA Rail Canada Inc.,888-842-7245,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,XOK,VIAnet:  OAKV,VIA Rail Canada,E,Y,30,30,"43.455394,-79.682392",328,90000,Ticketing:  G/OCC/VIA/P33,Station Staffed By Via Rail Canada,Exemption 6,NONE    ,000-000-0000,NONE    ,0,None,Station Staffed By Via Rail Canada,Exemption 6,NONE    ,000-000-0000,NONE    ,0,None,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,"Manager, Terminal Services (VIA Rail)","Room 222, Toronto Union Station (see TWO for addr)",Exemption 6,NONE    ,Exemption 6,NONE    ,TWO,????,Exemption 6,"Manager, Terminal Services (Via Rail)","Room 222, Toronto, Ontario",Exemption 6,NONE    ,Exemption 6,NONE    ,TWO,????,S------ 0730-1030 1100-1815 1845-2130; -MTWTF- 0545-1030 1100-1915 1945-2130; ------S 0630-1030 1100-1815 1845-2100,S------ 0730-1030 1100-1815 1845-2130; -MTWTF- 0545-1030 1100-1915 1945-2130; ------S 0630-1030 1100-1815 1845-2100,S------ 0730-2130; -MTWTF- 0545-2130; ------S 0600-2130,,S------ 0730-1030 1100-1815 1845-2130; -MTWTF- 0545-1030 1100-1915 1945-2130; ------S 0630-1030 1100-1815 1845-2100,,,,,,
OLT,"San Diego (Old Town), California",N,Platform only (no shelter),4005 Taylor Street,,,San Diego,CA,92110,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,,,,,P,Y,30,30,"32.755266,-117.200073",15,875500,,Unstaffed Station,000-000-0000,,,,,,Unstaffed Station,,,,,,,,,,,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,000-0000,Exemption 6,000-0000,SB7,SBAL,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,,,,,,,,,,,,,,,,
OLW,"Olympia-Lacey, Washington",N,Station Building (with waiting room),6600 Yelm Highway SE,,,Lacey,WA,98513-6481,United States,Pacific Northwest,360-923-4602,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,"46.991273,-122.794059",193,41000,Volunteer attendants on duty for all trains,Unstaffed station volunteers only,Exemption 6,,,,,,Exemption 6,Exemption 6,,,,,,,,,,Exemption 6,District Manager of Stations,"Portland, OR",Exemption 6,Exemption 6,Exemption 6,,PD7,YCE7,Exemption 6,Asst Superintendent Passenger Service,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,SMTWTFS 0815-2030,,,,,SMTWTFS 0815-2030,,,,,SMTWTFS 0001-2359
OMA,"Omaha, Nebraska",Y,Station Building (with waiting room),1003 South 9th Street,,,Omaha,NE,68108,United States,Central,402-342-1501,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,,,,,Via Rail Canada,C,Y,60,30,"41.249828,-95.928650",1044,345000,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,OMA,OMAL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,OMA,OMAL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,"District Manager, Customer Service","Galesburg, IL",Exemption 6,,Exemption 6,Exemption 6,,,Exemption 6,Asst. Superinendent - Passenger Services,"Chicago, IL",Exemption 6,,,,,,SMTWTFS 0000-0630 2130-2359,SMTWTFS 0000-0615 2130-2359,SMTWTFS 0000-0630 2130-2359,SMTWTFS 0000-0630 2130-2359,,,,,SMTWTFS 0000-0615 2130-2359,,
OMW,"Omak, Washington",N,Curbside Bus Stop only (no shelter),800 East Riverside Drive,Shell Station/Food Mart,,Omak,WA,98841-9580,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,"48.416500,-119.510649",955,,"For more information, see ""Thruway Service""",unstaffed bus stop - Texaco Food Mart,Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,,,,,,,,,,
ONA,"Ontario, California",N,Platform only (no shelter),198 East Emporia Street,Amtrak Passenger Platform,,Ontario,CA,91764,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,,,,,P,Y,30,30,"34.061672,-117.649569",991,145000,"For more information, see ""Thruway Service""",Unstaffed Station,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Santa Barbara, CA",Exemption 6,,Exemption 6,,SBA,SBAL,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,,,,,,,,,,,,,,,,
ONT,"Ontario, Oregon",N,Station Building (with waiting room),191 SE 3rd St.,Greyhound Station,,Ontario,OR,97914-2830,United States,Pacific Northwest,541-823-2567,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound,M,Y,30,30,"44.024151,-116.958099",2151,9000,"For more information, see ""Thruway Service""",Unstaffed Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,-MTWTF- 0800-1159,,,,-MTWTF- 0800-1159,,,,,,
ORB,"Old Orchard Beach, Maine (Seasonal)",N,Platform only (no shelter),11 First Street,Chamber of Commerce,,Old Orchard Beach,ME,04064,United States,Northeast,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,,,,,,,,,E,Y,30,30,"43.514326,-70.376225",14,8856,Quik-Trak/waiting room inside Chamber of Commerce office.,,,,,,,,,,,,,,,,,,,Exemption 6,Assistant Superintendent - Dial Extension 311,"Portland, ME",Exemption 6,NONE    ,Exemption 6,NONE    ,POR,R3A9,Exemption 6,Superintendent - Passenger Services,"Boston, MA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,BO7,P424,S------ 1000-1700; -MTWTF- 0830-1630; ------S 0900-1700,,,,,S------ 1000-1700; -MTWTF- 0830-1630; ------S 0900-1700,,,,,
ORC,"Oregon City, Oregon",N,Platform only (no shelter),1757 Washington Street,,,Oregon City,OR,97045,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,,,,,,P,Y,30,30,"45.366146,-122.595925",34,30667,,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager,"Portland, OR",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PD7,YCE7,Exemption 6,Assistant Superintendent Passenger Service,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
ORL,"Orlando, Florida",Y,Station Building (with waiting room),1400 Sligh Blvd.,,,Orlando,FL,32806-3905,United States,Southern,407-843-7611,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,,,,Via Rail Canada,E,Y,60,30,"28.525926,-81.381516",107,220500,"See ""miscellaneous"" screen for I-4 construction",Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,ORL,ORLL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,ORL,ORLL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager Stations,"Orlando, FL",Exemption 6,NONE    ,Exemption 6,NONE    ,OR7,ORLL,Exemption 6,Asst. Superintendent - Passenger Services,"Miami, Fl.",Exemption 6,Exemption 6,Exemption 6,Exemption 6,MI7,MOE7,SMTWTFS 0730-2015,SMTWTFS 0730-2015,SMTWTFS 0730-2015,SMTWTFS 0730-2015,,SMTWTFS 0730-2015,,,SMTWTFS 0730-1930,,
ORO,"Orono-University of Maine, Maine",N,Curbside Bus Stop only (no shelter),Campus bus stop at Memorial Gymnasium,near Black Bear Mascot statue,,Orono,ME,04473,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,"44.903065,-68.669945",113,,"For more information, see ""Thruway Service""",None,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Project Director,"Portland, Maine",Exemption 6,,Exemption 6,,,,,,,,,,,,,-MTWTF- 0800-1700,,,,,,,,,,
ORV,"Oroville, California",N,Curbside Bus Stop only (no shelter),Hwy 70 and Grand Avenue,Park and Ride,,Oroville,CA,95965,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,"39.520057,-121.572102",244,10200,"For more information, see ""thruway service""",,,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
OSB,"Old Saybrook, Connecticut",Y,Station Building (with waiting room),455 Boston Post Road,Saybrook Junction Market Place,,Old Saybrook,CT,06475-1516,United States,Northeast,860-388-3741,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,,,,,Shoreline East/VIA,E,Y,45,30,"41.300390,-72.376818",30,36475,,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,OSB,OSBL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,OSB,OSBL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Assistant  Manager of Stations,"New Haven, CT",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NH7,NHVL,Exemption 6,Manager of Stations,"New Haven, CT",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NH7,NHVL,SMTWTFS 0500-2200,,SMTWTFS 0500-2200,SMTWTFS 0500-2130,,SMTWTFS 0500-2200,,,,,
OSC,"Osceola, Iowa",N,Station Building (with waiting room),Main & East Clay Streets,,,Osceola,IA,50213,United States,Central,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"41.037116,-93.764894",1136,4500,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,"District Manager, Customer Service","Galesburg, IL",Exemption 6,,Exemption 6,Exemption 6,,,Exemption 6,Asst. Superintendent - Passenger Services,"Chicago, IL",Exemption 6,,,,,,SMTWTFS 0700-1000 1900-2100,,,,,SMTWTFS 0700-1000 1900-2100,,,,,
OSD,"Oceanside, California",Y,Station Building (with waiting room),235 South Tremont Street,Oceanside Transit Center,,Oceanside,CA,92054,United States,Southwest,760-722-4622,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,,,,VIA Rail Canada,P,Y,60,30,"33.192515,-117.379430",50,90000,"For more information, see ""Thruway Service""",Exemption 6,Exemption 6,000-0000,Exemption 6,000-0000,OSD,OSDL,Exemption 6,Exemption 6,000-0000,Exemption 6,000-0000,OSD,OSDL,Exemption 6,000-0000,Exemption 6,000-0000,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,000-0000,Exemption 6,000-0000,SB7,SBAL,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,,,,,,SM---FS 0615-2315; --TWT-- 0615-1915 2015-2315,SM---FS 0615-2300; --TWT-- 0615-1915 2015-2300,SM---FS 0615-2300; --TWT-- 0615-1915 2015-2300,SM---FS 0615-2300; --TWT-- 0615-1915 2015-2300,,SM---FS 0615-2300; --TWT-- 0615-1915 2015-2300,SMTWTFS 0000-2359,,SM---FS 0615-1800; --TWT-- 0615-1400,,
OSH,"Oshkosh (Airport), Wisconsin",N,Curbside Bus Stop only (no shelter),525 West 20th Avenue,Wittman Regional Airport Terminal,,Oshkosh,WI,54902-6871,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,C,Y,30,30,"43.994303,-88.551236",773,,,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,433 West St. Paul Avenue / Milwaukee / WI / 53203,Exemption 6,NONE    ,Exemption 6,NONE    ,MK7,mkel,Exemption 6,Assistant Superintendant - Stations,"525 W. Van Buren St., Chicago, IL 60607",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
OSU,"Oshkosh (University of Wisconsin), Wisconsin",N,Curbside Bus Stop only (no shelter),208 Osceola Street,Univ of Wisconsin Gruenhagen Conference Ctr,,Oshkosh,WI,54901,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,"44.022747,-88.548899",754,,,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,433 West St. Paul Avenue / Milwaukee / WI / 53203,Exemption 6,NONE    ,Exemption 6,NONE    ,MK7,mkel,Exemption 6,"ASSISTANT SUPERINTENDENT, PASSENGER SERVICES","525 W. Van Buren St., Chicago, IL 60607",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
OTM,"Ottumwa, Iowa",Y,Station Building (with waiting room),210 West Main Street,,,Ottumwa,IA,52501,United States,Central,641-682-3876,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,C,Y,60,30,"41.018815,-92.414929",648,35000,Ticket Office closed 6/8/12,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,OTM,OTML,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,OTM,OTML,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,"District Manager, Customer Service","Galesburg, IL",Exemption 6,,Exemption 6,Exemption 6,,,Exemption 6,Asst. Superintendent - Passenger Services,"Chicago, IL",Exemption 6,,,,,,S-----S 0830-1130 1800-2000; -MTWTF- 0830-1130 1730-2000,,-MTWTF- 0900-1200 1730-2000,-MTWTF- 0830-1130 1730-2000,,,,,,,
OTN,"Odenton, Maryland",,Pseudo Station,1400 Odenton Road,MARC Station,,Odenton,MD,21113,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,"MARC commuter trains only, no Amtrak trains stop here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWO,"Owosso, Michigan",N,Station Building (with waiting room),109 Comstock Street,Indian Trails Bus Station,,Owosso,MI,48867,United States,Central,989-725-5105,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,Indian Trails,E,Y,30,30,"42.996636,-84.170085",732,,,,,,,,,,,,,,,,,,,,,Exemption 6,"District Mananger, Customer Service","Toledo, OH",Exemption 6,,Exemption 6,,,,Exemption 6,Superintendent Passenger Services,"Chicago, Illinois",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
OXN,"Oxnard, California",Y,Station Building (with waiting room),201 East Fourth Street,Oxnard Transportation Center,,Oxnard,CA,93030,United States,Southwest,805-487-8377,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,,,,Via Rail Canada,P,Y,60,30,"34.199241,-119.175978",55,126000,"For more information, see ""Thruway Service""",Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,OXN,OXNL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,OXN,OXNL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,NONE    ,Exemption 6,NONE    ,SB7,SBAL,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,,,,,,SMTWTFS 0600-2100,SMTWTFS 0630-1915,SMTWTFS 0900-1700,SMTWTFS 0630-2045,,SMTWTFS 0600-2100,SMTWTFS 0000-2359,,SMTWTFS 0630-2000,,
PAK,"Palatka, Florida",N,Platform only (no shelter),220 North 11th Street,,,Palatka,FL,32177-3615,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,"29.649734,-81.640471",20,,,Unstaffed Station,000-000-0000,,,,,," "" No hours of this type """,,,,,,,,,,,Exemption 6,District Manager Stations,"Jacksonville, Fl.",Exemption 6,Exemption 6,Exemption 6,Exemption 6,JA7,JAXL,Exemption 6,Asst.Superintendent - Passenger Services,"Miami, Fl.",Exemption 6,Exemption 6,Exemption 6,Exemption 6,MI7,MOE7,,,,,,,,,,,
PAO,"Paoli, Pennsylvania",Y,Station Building (with waiting room),13 Lancaster Avenue,East Lancaster Pike & North Valley Road,,Paoli,PA,19301,United States,Mid-Atlantic,215-349-2018,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,SEPTA / VIA,E,Y,45,30,"40.042754,-75.483760",549,7000,,Exemption 6,Exemption 6,NONE    ,000-000-0000,NONE    ,PAO,PAOL,Exemption 6,Exemption 6,NONE    ,000-000-0000,NONE    ,PAO,PAOL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,Manager - Customer Services,"Philadelphia, PA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PH7,PHLT,Exemption 6,"Assistant  Superintendent, Stations","Philadelphia, PA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PH7,PHLT,S------ 0815-1415; -MTWTF- 0500-1845; ------S 0700-1500,,,-MTWTF- 0600-1230 1330-1430,,S------ 0815-1415; -MTWTF- 0500-1845; ------S 0700-1500,,,,,
PAR,"Parkesburg, Pennsylvania",N,Platform with Shelter,West First and South Culvert Streets,,,Parkesburg,PA,19365,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,"39.959180,-75.922123",541,3445,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager,"Harrisburg, Pennsylvania",Exemption 6,Exemption 6,Exemption 6,Exemption 6,HA7,HARL,Exemption 6,Assistant Superintendent - Passenger Services,"Philadelphia, PA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PH7,????,,,,,,,,,,,
PAS,"Pasadena, California",N,Curbside Bus Stop only (no shelter),150 South Los Robles Ave.,Pasadena Hilton Hotel,,Pasadena,CA,91101-2441,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,"34.142577,-118.141273",835,165000,"For more information, see ""Thruway Service""",Unstaffed Thruway Bus Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
PBF,"Poplar Bluff, Missouri",N,Station Building (with waiting room),400 South Main Street,,,Poplar Bluff,MO,63901-5855,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"36.753995,-90.393341",357,17059,Station is being renov.yet has clean safe wating room for pa,Unmanned,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Station Manager,"St. Louis, MO",Exemption 6,Exemption 6,Exemption 6,Exemption 6,ST7,STLL,Exemption 6,asst. Superintendent - Passenger Services,"Chicago, IL",Exemption 6,,,,,,,,,,,,,,,,
PBT,"Pemberton, British Columbia",N,Station Building (with waiting room),7424 Frontier Street,Greyhound Canada Bus Stop,,Pemberton,BC,V0N 2L0,Canada,Pacific,604-894-5976,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound Canada,P,Y,30,30,"50.321377,-122.806342",712,,"See ""Thruway Service"" for more info",Staffed by Greyhound Agent,Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,None,none,NONE,000-000-0000,,,,,,,,,,,,,,,,
PCH,"Port Charlotte, Florida",N,Curbside Bus Stop only (no shelter),909 Kings Highway,Mobil Station/7-Eleven Store,,Port Charlotte,FL,33980-4248,United States,Southern,800-USA-RAIL,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,,,,,E,Y,30,30,"27.016757,-82.052514",25,,See Thruway Information,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Orlando, Fl.",Exemption 6,,Exemption 6,,ORL,ORLL,Exemption 6,Asst. Supt. Station/PSD,"Miami, FL.",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
PCT,"Princeton, Illinois",N,Station Building (with waiting room),107 Bicentennial Drive,,,Princeton,IL,61356,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"41.385191,-89.466815",693,7555,Free wi-fi in and around the station provided by the City.,,,,,,,,Caretaker - City of Princeton,Exemption 6,,,,,,,,,,Exemption 6,"District Manager, Stations-West","Galesburg, IL",Exemption 6,,Exemption 6,Exemption 6,,,Exemption 6,Asst. Superintendent Passenger Services,"Chicago, IL",Exemption 6,,,,,,SMTWTFS 0800-2000,,,,,,,,,,
PCV,"Placerville, California",N,Curbside Bus Stop only (no shelter),Mosquito Road and Clay Street,Placerville Station Transit Center,,Placerville,CA,95667,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,,,,,P,Y,30,30,"38.733020,-120.789419",1912,6739,"For more information, see ""Thruway Service""",,,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
PDC,"Palm Desert, California",N,Curbside Bus Stop only (no shelter),44449 Towne Center Way ,Sunline Transit Stop (in front of Best Buy),,Palm Desert,CA,92260,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,P,Y,15,15,"33.725715,-116.398519",207,51878,"Thruway service to begin on April 4, 2011",,,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
PDG,"Portland (Greyhound Station), Oregon",N,Station Building (with waiting room),550 NW 6th Avenue,,,Portland,OR,97209,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,Y,,PRX,,,Greyhound,P,Y,30,30,"45.527361,-122.676475",34,529121,Greyhound station is next door to Portland Union Station.,,Exemption 6,,Exemption 6,,,,,Exemption 6,,Exemption 6,,,,Exemption 6,,Exemption 6,,Exemption 6,Terminal Manager,PDG,Exemption 6,,Exemption 6,,,,NONE,N/A,N/A,Exemption 6,,,,,,,,,,,,,,,,
PDL,"Prunedale, California",N,Curbside Bus Stop only (no shelter),Highway 156 and Hwy 101,Caltrans Park-and-Ride Lot,,Prunedale,CA,93907,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,"36.789342,-121.670938",96,,,Unstaffed Thruway Bus Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
PDX,"Portland (Amtrak - Union Station), Oregon",Y,Station Building (with waiting room),800 NW Sixth Avenue,Union Station,,Portland,OR,97209-3789,United States,Pacific Northwest,503-273-4865,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,PRX,,,Via Rail Canada,P,Y,60,30,"45.528724,-122.676806",34,529121,Passengers must be onboard trains 5 minutes before departure,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,PDX,P103,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,PDX,P103,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,District Manager,"Portland, OR",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PD7,YCE7,Exemption 6,Asst Superintendent Passenger Services,"Seattle,WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,SMTWTFS 0715-2115,SMTWTFS 0745-2030,SMTWTFS 0715-2100,SMTWTFS 0715-2115,,SMTWTFS 0715-2115,,SMTWTFS 0930-1700,SMTWTFS 0800-2000,,SMTWTFS 0000-2359
